Vienna Court	Churwell	LS27	53.7653	-1.5880	10:L668;11:KAU3;12:L669;14:L66A;15:KBPW;16:KAW8;17:L66C;18:K72D;19:GWP5;1:E2EF;20:K72I;21:MBZH;22:HPGY;23:L66B;2:DCY4;3:KAU2;4:IXYE;5:MBZR;6:E8HP;7:E2EG;8:L667;9:E2EH;
Village Avenue	Burley	LS4	53.8106	-1.5811	13A:M13X;17A:OQFH;21:MFXS;2A:K69O;FLAT, 26:KHJX;
Village Gardens	Colton	LS15	53.7892	-1.4444	10:LXDE;11:I542;12:JCT5;1:I5DC;2:I53T;3:I53U;4:JCT3;5:I53W;6:I545;7:I53Y;8:I53Z;9:GVJA;
Village Place	Burley	LS4	53.8106	-1.5807	10:HG6D;12:HG62;13:HG68;14:JAEL;15:M311;16:HG65;18:JAEN;1:ICMM;20:IC8E;22:KCVW;24:IC8H;2:HG69;3:HG6B;4:HG6C;5:IC3O;6:IC3I;7:JAER;8:IC3M;BASEMENT FLAT 1, 11:NG7X;FIRST FLOOR FLAT 3, 11:NG84;FLAT 1, 9:NKEN;FLAT 2, 9:NKEO;GROUND FLOOR FLAT 2, 11:NG7Y;ROOM 1, 18:O11E;ROOM 1, 24:O118;ROOM 2, 18:O11F;ROOM 2, 24:O119;ROOM 3, 18:O11G;ROOM 3, 24:O11A;ROOM 4, 18:O11H;ROOM 4, 24:O11B;ROOM 5, 18:O11I;ROOM 5, 24:O11C;ROOM 6, 24:O11D;
Village Road	Eccup	LS16	53.8773	-1.5633	MOUNT HOUSE:K69P;MOUNT PLEASANT FARM:K7OE;OLD VILLAGE HALL:KHGA;SYCAMORE COTTAGE:M0CP;THORN BUSH COTTAGE:K7OF;WOODBINE COTTAGE:K7GE;
Village Terrace	Burley	LS4	53.8106	-1.5800	11:I9PO;13:I9PP;15:I9Q1;17:I9PJ;19:I9PX;1:LR4N;3:IC88;5:IC8A;7:LL4R;9:I9PM;ROOM 1, 11:O113;ROOM 1, 19:O10X;ROOM 2, 11:O114;ROOM 2, 19:O10Y;ROOM 3, 11:O115;ROOM 3, 19:O10Z;ROOM 4, 11:O116;ROOM 4, 19:O110;ROOM 5, 11:O117;ROOM 5, 19:O111;ROOM 6, 19:O112;
VINE ROAD	DRIGHLINGTON	BD11	53.7568	-1.6616	11:ODZP;13:ODZQ;15:ODZR;17:ODZS;19:ODZT;1:ODZK;21:ODZU;23:ODZV;3:ODZL;5:ODZM;7:ODZN;9:ODZO;
Vinery Avenue	Richmond Hill	LS9	53.7972	-1.5110	11:I9P9;15:I9P2;1:I9PZ;3:I9PC;5:I9P3;7:F1W1;9:I9P7;
Vinery Grove	Richmond Hill	LS9	53.7973	-1.5114	10:IC6Z;11:IBXM;12:IBXC;13:IBXF;14:IBXI;15:IBXS;16:IBXN;18:IBXO;1:I9PF;2:I9PG;3:I9PK;4:IC6L;5:IC6O;6:LR4J;7:LR4K;8:IC6K;9:F1VS;
Vinery Mount	Richmond Hill	LS9	53.7967	-1.5116	10:IC7D;11:IC76;12:IC79;13:IC7B;14:IC74;15:LUR9;16:IC7J;17:IC7L;18:ICMZ;19:LUJ3;1:IBXQ;20:LR38;21:I9KR;22:JCCB;23:IDE1;24:IDE5;25:IDE7;26:I9KB;27:I9KD;28:JCC6;29:F1VQ;2:IC6V;30:I9KG;31:I9KI;32:I9KK;33:I9KU;34:F1WD;35:LW8F;36:IDET;3:IC7N;4:F1VT;4A:NJR5;5:KCVO;6:KCVP;7:IC7U;8:IC7X;9:IC80;FLAT, 18:LGTV;
