Trafalgar Gardens	Morley	LS27	53.7403	-1.6019	10:H5VO;11:DUVY;12:IUR1;14:JJSE;15:F2F3;16:H5VP;17:MC4A;18:I2VW;19:DUVT;1:IUSE;20:H57O;21:F2EZ;22:LZNE;23:DUVN;24:L9D1;25:JBR8;26:G6MH;27:DUVK;28:IYQY;29:L9CU;2:H57M;30:GNJ2;31:I1VL;32:I1VH;33:GNJ1;34:IZSD;35:G6Y0;37:HSK8;3:ERVK;4:H57N;5:L31P;6:DUVQ;7:ERVU;8:DUVO;9:DUVV;
Trafalgar Street	Sheepscar	LS2	53.8009	-1.5370	1 HAMILTON HOUSE, 1:HBXD;10 HAMILTON HOUSE, 1:HBX2;11 HAMILTON HOUSE, 1:IH90;2 HAMILTON HOUSE, 1:LBXQ;3 HAMILTON HOUSE, 1:KBI3;4 HAMILTON HOUSE, 1:HBX9;5 HAMILTON HOUSE, 1:M2MU;6 HAMILTON HOUSE, 1:HBX7;7 HAMILTON HOUSE, 1:HBX6;8 HAMILTON HOUSE, 1:F19Z;9 HAMILTON HOUSE, 1:HBX3;
Trafford Avenue	Harehills	LS9	53.8098	-1.5070	10:J2XW;11:I4UQ;12:JF5O;13:I4UO;14:I4UN;15:JF5N;16:I4UK;17:FW0V;18:JF5M;19:I4UI;20:LFK6;21:LSHU;22:I4UA;23:LEDH;24:J0D4;25:J0D2;26:IGNX;27:J0D1;28:J0CS;29:J0D5;30:J0CZ;3:I4U9;4:FWRK;5:JF5K;6:HD8U;7:IGA6;8:I4UL;9:I4UB;BASEMENT FLAT REAR, 12:NH39;
Trafford Grove	Harehills	LS9	53.8113	-1.5074	10:HD8R;11:HD8P;12:HD8O;14:FWMD;15:HD8M;16:HD8K;17:IGA3;18:IGNZ;18A:E8V1;19:J0D7;20:J0D6;20A:LVSO;21:J2YE;22:I4UH;23:LSHW;24:J38K;25:J38J;26:J38I;27:J38H;28:J2Z3;29:J38L;2:J0CW;30:J2Z1;31:J2Z0;32:FW0X;33:J2YZ;34:J38Q;35:J38R;36:J38V;37:J38U;38:J38T;39:J38S;40:IFDQ;42:LEC5;44:IFDR;46:J38P;48:J38O;4:J0CU;50:FWMA;52:J38N;54:J38M;56:J2YX;58:J2Y5;60:J2YD;62:J2YC;6:HD8L;7:J0D0;8:HD8T;9:IGA5;
Trafford Terrace	Harehills	LS9	53.8100	-1.5072	11:J2Y3;13:J2Y2;15:J2Y0;17:J2XZ;19:J2YQ;1:J2YA;21:J2Y7;23:J2YV;25:J2YU;3:J2Y9;3A:NF7Z;5:FW0W;6:J2XY;7:J2YF;9:J2Y4;
Tranbeck Road	Guiseley	LS20	53.8769	-1.7277	1:IXKQ;3:GRU2;4:JUSF;5:KWB7;7:KWAS;
Tranfield Avenue	Guiseley	LS20	53.8754	-1.7231	10:JYTE;11:KWBP;12:KWBY;13:KWBE;14:KWCA;15:HNGG;17:G026;18:LTJL;19:IYXT;1:FVY0;21:G027;22:LKTQ;24:IYX2;26:IYWO;28:IYXI;2:LSCA;30:G024;32:JWPP;34:JWPJ;36:JWPX;38:JWQA;3:KVAG;40:JWPZ;42:HNI6;4:FV81;5:KVAZ;6:KVAM;7:KWLO;8:HNGM;9:JYTQ;BEECHWOOD, 20:LL2K;
Tranfield Close	Guiseley	LS20	53.8764	-1.7219	10:FVXV;11:JWOH;12:HNI7;12A:GRTA;14:JWQ5;15:IYXH;16:IYXC;17:IYXN;18:LKTR;19:IYWN;1:JWOB;2:JWOE;3:JWP8;4:JYQ6;5:JWP0;6:HNI9;7:JYQ7;8:JWP1;9:FVXW;GARAGE SITE:JHN2;
TRANFIELD COURT	Guiseley	LS20	53.8742	-1.7129	10:FZ40;11:HPV7;12:IZMP;1:LQG7;2:IZD6;3:IZD5;4:HNKK;5:HNKL;6:IZCZ;7:LOSV;8:IZCX;9:IZCW;GARAGE SITE BETWEEN, 112:IZD3;
Tranfield Gardens	Guiseley	LS20	53.8755	-1.7212	1:EUY8;2:EUY7;3:EUXT;4:EQLS;5:EQVL;6:EPTG;7:K7QI;
Tranmere Court	Guiseley	LS20	53.8763	-1.7256	1:EPXX;2:EPY0;4:GML9;6:FW7W;8:EPY1;
Tranmere Drive	Guiseley	LS20	53.8771	-1.7264	10:LDCW;11:IZ75;12:IZ7B;13:IZ78;14:KWC6;15:KWC3;17:KWLI;19:KWCE;1:IYWT;21:LM8J;23:KWBM;25:KWBW;2:LDCU;3:IYX0;4:IZ76;5:HK8B;6:IZ7G;7:JWO8;8:HK8D;9:IZ7U;
Tranquility	Cross Gates	LS15	53.8082	-1.4504	12:LSHV;2:F2IX;3:J2YG;4:J2YP;5:J2YN;6:J2YM;8:J2YK;FLAT 1 TRANQUILITY HOUSE, 1:NJ42;FLAT 2 TRANQUILITY HOUSE, 1:NJ41;FLAT 4 TRANQUILITY HOUSE, 1:NJ44;FLAT 5 TRANQUILITY HOUSE, 1:NJ43;FLAT 6 TRANQUILITY HOUSE, 1:O520;FLAT 7 TRANQUILITY HOUSE, 1:O521;
