Wetherby Grove	Burley	LS4	53.8092	-1.5845	10:JEB1;11:GGOX;12:GGOZ;13:GI4B;14:GI43;15:GI44;16:GI45;17:GI47;19:JC1J;1:GGOM;21:GI49;23:GI4A;2:GGON;2A:L5Z7;3:GGOP;4:GGOQ;5:GGP0;6:GGOK;7:GGOS;8:GGOT;9:GGOV;ROOM 1, 1:O106;ROOM 1, 21:O0ZO;ROOM 1, 5:O100;ROOM 1, 7:O0ZU;ROOM 2, 1:O107;ROOM 2, 21:O0ZP;ROOM 2, 5:O101;ROOM 2, 7:O0ZV;ROOM 3, 1:O108;ROOM 3, 21:O0ZQ;ROOM 3, 5:O102;ROOM 3, 7:O0ZW;ROOM 4, 1:O109;ROOM 4, 21:O0ZR;ROOM 4, 5:O103;ROOM 4, 7:O0ZX;ROOM 5, 1:O10A;ROOM 5, 21:O0ZS;ROOM 5, 5:O104;ROOM 5, 7:O0ZY;ROOM 6, 1:O10B;ROOM 6, 21:O0ZT;ROOM 6, 5:O105;ROOM 6, 7:O0ZZ;
Wetherby Place	Burley	LS4	53.8088	-1.5837	11:GI4I;13:HI11;1:JC1K;3:GI4C;5:GI4D;7:JC1L;9:GI4G;
Wetherby Road	Bardsey	LS17	53.8907	-1.4381	ACOMB:IMSO;BANK SIDE:IKFM;BARKERS END:K7JN;BEECH LODGE:IOQ4;BRADGATE HOUSE:IKFN;BRAMLEA:IKFH;BYEWAYS:IKFR;CHARNWOOD:IKFW;CHERRYTREE:IOQ3;CRAGWOOD HOUSE:EX78;GREEN GABLES:LZ3K;HIGHLANDS:LPSE;HILL FOOT:IMTG;HILLSIDE RIGTON HILL:E3S4;HILLSIDE:FX8V;HILLVIEW HOUSE:IMTC;HOLME CROFT:IKPP;HOLMEWOOD:IMT8;KIRKDALE:IMTD;LARCHES:IMT5;LAUREL BANK:E6M4;LINZ GARTH:J6PH;MOOL HOUSE:I08D;NETHERDALE:K7JO;OAKLEA:IOQ2;OVERDALE:IKFK;PENDLE:IKFU;REDCOTE:IKFJ;RIGTON HOUSE:IKFF;SANDAL:IMTA;SPRINGMEAD:IMTF;ST PIERRE:IK7S;STARWOOD GRANGE:LE4O;THE WILLOWS:IKFO;THORNHURST:E6M2;WHITE COURT:IKG6;WILLOW BANK:J6PI;
Wetherby Road	Bramham	LS23	53.8828	-1.3569	1 LYNDON MEWS:M9FR;1:IKD7;2 LYNDON MEWS:M9FS;2:IOB8;3 LYNDON MEWS:M9FT;3:E5RG;4:IOAY;5:MA3F;6:IOTX;FAIRVIEW:IK3Z;FINTONA:EY68;IVY COTTAGE:IOBB;LEAH HOUSE 4 FARFIELD COURT:OF7T;MEADOW HOUSE 2 FARFIELD COURT:OF7U;MILNTHORPE COTTAGE:K6H9;MILNTHORPE FARM:EYPE;PASTURE COTTAGE 3 FARFIELD COURT:OF7S;
Wetherby Road	Collingham	LS22	53.9105	-1.4006	BARNHILL:K7Q6;CEDAR CROFT:IL1W;COLLINGHAM WOOD HOUSE:IKS3;DERRYQUAY:L45W;DYMOND MEADOWS:K7Q7;FLAT MERCURE HOTEL:GS0N;HEWSTONE:IKRY;LINTONDALE:FX8Y;MEADOWCROFT:IL1U;MOUNT PLEASANT:IKRW;RANDOM STONE:IL1Z;STONECROFT:IKS2;WINCROFT:IKRU;
Wetherby Road	Newton Kyme	LS24	53.8977	-1.3157	1 OGLETHORPE BUNGALOW:K7Q3;1 OGLETHORPE HALL COTTAGES:K7Q5;2 OGLETHORPE BUNGALOW:KE4D;2 OGLETHORPE HALL COTTAGES:K7Q4;OGLETHORPE HALL:HPH9;WALNUT COTTAGE OGLETHORPE HALL FARM:OKAQ;
Wetherby Road	Roundhay	LS8	53.8295	-1.4886	1 CHURCH COTTAGES:K8Z9;110:GIEN;112:GIEP;114:LUDN;116:GIEL;118:GJFY;11:GJH0;120:M239;122:GJG2;124:GJG5;126:LUDK;128:MP6D;128A:MP6E;128B:MP6F;128C:MP6G;12:GHKG;130:GO26;14:GIKJ;15:GR0L;15A:GIKO;177:GG8N;179:GG8O;17:GIKR;181:F2T3;183:GS8O;185:GG8P;185A:HRL7;186:JB00;188:GG8U;18:GW0H;190:GG8V;191:JB01;193:GG8Y;195:GHA1;197:GH9A;199:GH9U;2 CHURCH COTTAGES:K5KH;201:GH9W;203:GH9X;205:F0CG;207:GH9Z;20:GHB5;215:GHA2;240:LTRO;244A:L9IF;244B:L7P1;246:GH9H;248:GH9D;24:GQZZ;254:LTRN;256:F0CF;258:GH9R;260:GH9B;262:GH9J;264:GH9L;266:GH9N;268:GH9P;26:GHB9;270:GQZV;272:GW0F;274:GG8Q;276:GI35;278:GI36;28:GHBC;3 CHURCH COTTAGES:K8ZA;30:JBYX;33:GIEB;34:GIEE;35:GIEF;36:GIEI;37:GI4S;38:GI4K;39:GI4M;4 CHURCH COTTAGES:GG4Q;40:GI4O;41:JC1O;42:GI4J;44:JC1P;46:GJGM;5 CHURCH COTTAGES:GGE7;6 CHURCH COTTAGES:GGE8;65:GJGF;67:GWHR;6:GJHA;7 CHURCH COTTAGES:GGE9;7:GJH3;8:GHAW;AMARACRE:L718;APARTMENT 1 SOUTHLANDS APARTMENTS, 13:O3FD;APARTMENT 10 SOUTHLANDS APARTMENTS, 13:O3FM;APARTMENT 12 SOUTHLANDS APARTMENTS, 13:O3FO;APARTMENT 14 SOUTHLANDS APARTMENTS, 13:O3FP;APARTMENT 15 SOUTHLANDS APARTMENTS, 13:O3FQ;APARTMENT 16 SOUTHLANDS APARTMENTS, 13:O3FR;APARTMENT 17 SOUTHLANDS APARTMENTS, 13:O3FS;APARTMENT 18 SOUTHLANDS APARTMENTS, 13:O3FT;APARTMENT 19 SOUTHLANDS APARTMENTS, 13:O3FU;APARTMENT 2 SOUTHLANDS APARTMENTS, 13:O3FE;APARTMENT 20 SOUTHLANDS APARTMENTS, 13:O3FV;APARTMENT 21 SOUTHLANDS APARTMENTS, 13:O3FW;APARTMENT 22 SOUTHLANDS APARTMENTS, 13:O3FX;APARTMENT 23 SOUTHLANDS APARTMENTS, 13:O3FY;APARTMENT 24 SOUTHLANDS APARTMENTS, 13:O8X7;APARTMENT 26 SOUTHLANDS APARTMENTS, 13:O8X8;APARTMENT 28 SOUTHLANDS APARTMENTS, 13:O8X9;APARTMENT 29 SOUTHLANDS APARTMENTS, 13:O8XA;APARTMENT 3 SOUTHLANDS APARTMENTS, 13:O3FF;APARTMENT 30 SOUTHLANDS APARTMENTS, 13:O8XB;APARTMENT 31 SOUTHLANDS APARTMENTS, 13:O8XC;APARTMENT 32 SOUTHLANDS APARTMENTS, 13:O8XD;APARTMENT 33 SOUTHLANDS APARTMENTS, 13:OJBK;APARTMENT 4 SOUTHLANDS APARTMENTS, 13:O3FG;APARTMENT 5 SOUTHLANDS APARTMENTS, 13:O3FH;APARTMENT 6 SOUTHLANDS APARTMENTS, 13:O3FI;APARTMENT 8 SOUTHLANDS APARTMENTS, 13:O3FK;APARTMENT 9 SOUTHLANDS APARTMENTS, 13:O3FL;BEECH CHASE, 19:GHB4;BREVITY:KBZ8;CHURCH STREAM COTTAGE:GIKS;COACH HOUSE ST JOHNS VICARAGE:MDIY;DERMONT:K59M;ELMWOOD NURSING HOME, 3:GGNL;FLAT 1 ELMWOOD COURT, 1A:M23S;FLAT 1 HOMEGARTH HOUSE, 5:GGN9;FLAT 1 RED ROOF, 43:M236;FLAT 1, 10:K96C;FLAT 1, 32:L7TV;FLAT 10 ELMWOOD COURT, 1A:LB9A;FLAT 10 HOMEGARTH HOUSE, 5:M11T;FLAT 11 ELMWOOD COURT, 1A:M84M;FLAT 11 HOMEGARTH HOUSE, 5:JEAU;FLAT 12 ELMWOOD COURT, 1A:M84N;FLAT 12 HOMEGARTH HOUSE, 5:GGOB;FLAT 14 HOMEGARTH HOUSE, 5:JEAV;FLAT 15 HOMEGARTH HOUSE, 5:GGOF;FLAT 16 HOMEGARTH HOUSE, 5:JEAW;FLAT 17 HOMEGARTH HOUSE, 5:KELA;FLAT 18 HOMEGARTH HOUSE, 5:GGOI;FLAT 19 HOMEGARTH HOUSE, 5:GGOC;FLAT 2 ELMWOOD COURT, 1A:M3OR;FLAT 2 HOMEGARTH HOUSE, 5:GUVY;FLAT 2 RED ROOF, 43:GJGH;FLAT 2, 10:M0H8;FLAT 2, 32:K96H;FLAT 20 HOMEGARTH HOUSE, 5:GGNP;FLAT 21 HOMEGARTH HOUSE, 5:GGNQ;FLAT 22 HOMEGARTH HOUSE, 5:GGNS;FLAT 23 HOMEGARTH HOUSE, 5:GGNU;FLAT 24 HOMEGARTH HOUSE, 5:GGNV;FLAT 25 HOMEGARTH HOUSE, 5:LB10;FLAT 26 HOMEGARTH HOUSE, 5:GGNX;FLAT 27 HOMEGARTH HOUSE, 5:M11S;FLAT 28 HOMEGARTH HOUSE, 5:KEL9;FLAT 29 HOMEGARTH HOUSE, 5:LAEH;FLAT 2A ELMWOOD COURT, 1A:NJXP;FLAT 3 ELMWOOD COURT, 1A:HIA6;FLAT 3 HOMEGARTH HOUSE, 5:M11Q;FLAT 3 RED ROOF, 43:GJG9;FLAT 3, 32:K96I;FLAT 30 HOMEGARTH HOUSE, 5:GGO0;FLAT 31 HOMEGARTH HOUSE, 5:GGO1;FLAT 32 HOMEGARTH HOUSE, 5:GGO3;FLAT 33 HOMEGARTH HOUSE, 5:GI4Z;FLAT 34 HOMEGARTH HOUSE, 5:HIA7;FLAT 35 HOMEGARTH HOUSE, 5:LAEG;FLAT 36 HOMEGARTH HOUSE, 5:GJH6;FLAT 37 HOMEGARTH HOUSE, 5:KELX;FLAT 38 HOMEGARTH HOUSE, 5:GJH7;FLAT 4 ELMWOOD COURT, 1A:LB99;FLAT 4 HOMEGARTH HOUSE, 5:GGNW;FLAT 4 RED ROOF, 43:GJGA;FLAT 5 ELMWOOD COURT, 1A:GI42;FLAT 5 HOMEGARTH HOUSE, 5:KEL7;FLAT 5 RED ROOF, 43:GJGB;FLAT 6 ELMWOOD COURT, 1A:GGNG;FLAT 6 HOMEGARTH HOUSE, 5:GGO4;FLAT 6 RED ROOF, 43:JGWI;FLAT 7 ELMWOOD COURT, 1A:GGNH;FLAT 7 HOMEGARTH HOUSE, 5:GGO6;FLAT 8 ELMWOOD COURT, 1A:GGNI;FLAT 8 HOMEGARTH HOUSE, 5:JEAT;FLAT 9 ELMWOOD COURT, 1A:KEL8;FLAT 9 HOMEGARTH HOUSE, 5:GGO8;FLAT A, 1:HI0T;FLAT A, 242:M1NK;FLAT A, 2:LB0Z;FLAT A, 9:GHAZ;FLAT AT WHITE HOUSE HOTEL, 55:LKWA;FLAT B, 1:HI0U;FLAT B, 242:MAH4;FLAT B, 2:GGNF;FLAT B, 9:GHB0;FLAT C, 1:HI0V;FLAT C, 2:GGNK;FLAT C, 9:JB9T;FLAT D, 1:HI0Y;FLAT WELLINGTON INN:LT7M;HIGHWAYS:FX32;HILLSMEAD:K59N;INNELLAN, 4:GGNN;MAXWELTON:K59O;MEREVALE, 16:GIKP;PENIEL:KBZ9;REDROOFS MEWS, 31:GI4Q;ROUNDHAY GRANGE COTTAGE:GI4U;ROUNDHAY GRANGE:L3E9;ST JOHNS VICARAGE:GJGQ;SUNNYMEAD:K59P;THE MAGNOLIAS, 7A:M23A;WESTBOURNE:K59X;WESTWAY:L711;WOODVIEW, 250:GQZU;
Wetherby Road	Scarcroft	LS14	53.8693	-1.4482	1 BEACONSFIELD VILLA:K9Q2;1 EVERSLEY VIEW:IN2E;1 GRANGE COTTAGES:K7JQ;1 MANOR COTTAGE MEWS:K7JR;1 WOODLANDS VIEW:KACA;2 BEACONSFIELD VILLA:L7W8;2 GRANGE COTTAGES:K7JT;2 MANOR COTTAGE MEWS:K7JU;2 WOODLANDS VIEW:LA5V;3 GRANGE COTTAGES:JJRQ;3 MANOR COTTAGE MEWS:K5PO;3 WOODLANDS VIEW:IN2B;4 EVERSLEY VIEW:ILSA;4 MANOR COTTAGE MEWS:K8YK;4 WOODLANDS VIEW:M6V2;ASHFIELD HOUSE:K8YO;BEACONSFIELD COTTAGE:K8YP;BEACONSFIELD HOUSE:F2LV;BEECHGROVE FARM COTTAGE:K8YR;BEECHGROVE FARM:K8YQ;BERRY BROW:K8YS;BIRCH HOUSE:KC6H;BRACKEN HILL:K8YT;BROOKFIELD:K8Z0;CASTLE MONA LODGE:K8YU;FAIRLEA:ILTH;FARM COTTAGE 2 EVERSLEY VIEW:IN2D;FLAT 1 SCARCROFT GRANGE:K7JS;FLAT 2 SCARCROFT GRANGE:KACB;FLAT 3 SCARCROFT GRANGE:K8YJ;FLAT 4 SCARCROFT GRANGE:K8YL;FLAT 5 SCARCROFT GRANGE:K8YM;FLAT 6 SCARCROFT GRANGE:K8YN;FLAT THE NEW INN:JJKY;GLADMIN:K8YV;GREENACRES:K8YW;GREENWAYS:ILTG;GREYTHATCH:ILTN;GROVE MANOR COTTAGE:MOY9;GROVE MANOR:ILS7;HIGH GABLES:K8YX;HOLLYHURST:K8YY;JESMOND COTTAGE:FRNB;MALDEREN:F2LW;MARLBOROUGH COTTAGE:K8YZ;MARLBOROUGH HOUSE:FX2W;MEADOW HOUSE:M6SS;NORTH HILL HOUSE:IKL4;NORTH LODGE CASTLE MONA:K8Z1;NORTH LODGE:K9Q3;NORTH WINDS:FX8W;OAKDENE:K8Z2;ORCHARD HOUSE:K8Z3;ROWLEY VIEW COTTAGE:FY6S;SANDIWAY:K8Z4;SCARCROFT COTTAGE:LC0V;SCARCROFT MANOR:ILS3;SILVER BIRCHES:IMUW;SOUTH LODGE:JI8B;SQUIRREL COTTAGE 3 EVERSLEY VIEW:MALP;SUNNYSIDE:LE4P;TALGARTH:K8Z5;THE BARN:KFLB;THE CHALET SCARCROFT GRANGE:ILSP;THE GATEHOUSE SCARCROFT MANOR:K8Z8;THE GRANARY SCARCROFT GRANGE:F2LX;THE HOLLIES:ILSQ;WEDGEWOOD:K8Z7;WOOD FARM:IN2C;WOODSIDE:K6US;
Wetherby Road	Walton	LS23	53.9225	-1.3315	1 THORPE VIEW:FH39;1:F1RV;2:GF67;DOVE COTTAGE:LZ3F;THE ORCHARDS:GC6O;
Wetherby Terrace	Burley	LS4	53.8089	-1.5841	10:GI2P;11:GI2R;12:M30H;13:GI2T;14:GI2V;15:GI33;16:GI2O;1:GI3A;2:GI3C;3:GI3E;4:GI3G;5:GI3H;6:GI3J;7:LOU8;8:GI2Z;9:GI3D;
