Caxton Road	Otley	LS21	53.9010	-1.7114	10:F699;11:F68F;12:FQUH;13:G0UN;14:G0US;15:FQUJ;16:G0UQ;17:FQUK;18:G0UO;19:G0UC;1:F69H;20:G0UK;21:LVUN;22:FQUG;23:G0UT;24:G1VA;25:F78X;26:F68J;27:F68G;28:GQI6;29:F68I;2:GP92;30:F68D;31:LX0E;32:G1V8;33:G1V3;34:G1V4;35:G1V7;36:F65U;37:M0T2;38:G33Q;39:G33L;3:F69L;40:G33N;41:E8ZN;42:G4Q6;43:FUZ5;45:G4Q2;47:G4PY;49:E8ZS;4:E8Y4;51:G4Q1;53:G33K;5:LI0K;6:M0S5;7:F692;8:F69C;9:F696;
Caxton Street	Wetherby	LS22	53.9298	-1.3900	1:JVHU;1A:EF6V;2:K7TC;3:JVHN;4:JFX7;5:JVQT;6:JVHV;8:E99I;
Caythorpe Road	West Park	LS16	53.8313	-1.5923	10:GLLN;11:M8W3;12:EK95;13:DKX3;14:DKX9;16:DKXC;18:DKX6;2:LTF5;3:DL86;4:DKYG;5:LKOY;6:DKYE;7:DKYJ;8:DL8N;8A:IB65;9:DL8C;
Cecil Grove	Armley	LS12	53.7993	-1.5887	10:DKXH;11:DKXU;12:DL92;13:EG11;14:EG14;15:EG16;16:GMTW;17:EG0O;18:E5M5;19:EG0M;1:EK8U;20:EG0T;21:EG0N;22:EJVW;23:EJVZ;24:LYI3;2:EK8P;3:EK90;4:DKY0;5:DKY3;6:DKXZ;7:E5LJ;8:DKXP;9:DKXM;
Cecil Mount	Armley	LS12	53.7996	-1.5888	10:DL8T;11:DL8P;12:GLLV;13:EG08;14:EG0B;15:EG0I;16:LYIF;17:GMTJ;18:GMTI;19:E5M4;1:EJN6;21:DLWO;2:LYI2;3:EJN3;4:EJN8;5:LFFS;6:EG0W;7:LOJH;8:EFZO;9:EFZM;
Cecil Street	Armley	LS12	53.7991	-1.5890	10:DLWH;12:DLX2;14:DLXL;16:GLMQ;18:DLXS;20:DLXX;22:DLX3;24:DLX7;2:DLWX;4:DLWD;6:DLW7;8:DLWC;
Cedar Avenue	Armley	LS12	53.7947	-1.5906	22:DLXE;23:EFHO;24:EFI0;25:GLPA;26:GLPB;27:M14Z;28:LFFL;29:EIX6;30:EFIF;31:EFID;32:EFIO;33:LJT2;34:EFI2;35:GWNT;37:GLPD;40:DLXG;42:EIYJ;FLAT, 3638:GV66;
Cedar Close	Armley	LS12	53.7945	-1.5899	10:ITQI;11:ITPX;12:JSMX;14:JSMZ;15:ITQ9;16:JRKC;17:LOUU;18:JSLU;19:E5KN;1:HUWJ;20:GQE0;21:IS5K;22:IS5V;23:GQE2;24:IPKU;25:LY8E;26:IPLD;27:IPL1;28:E4M1;29:HVYT;2:JR90;2A:KE8A;30:GM0M;31:HY8B;32:HVYI;33:HVY0;34:ITJG;35:ITKJ;36:ITKE;37:IPPE;38:HW6I;39:IQQY;3:ISPA;40:E5JX;41:GPGF;42:GQCE;43:IR2T;45:IPKA;47:IPJZ;49:ITUM;4:JRJI;51:GPG2;5:JR91;6:E5KM;7:ISP1;8:ISP6;9:E4M6;GARAGE SITE OPPOSITE OF 39:ITKT;GARAGE SITE OPPOSITE OF 45:ITJT;
Cedar Court	Woodlesford	LS26	53.7572	-1.4513	10:HZ4U;1:I3DG;2:HZ4J;3:I3D1;4:HZ4O;5:HN6C;6:HZ4H;7:HN6D;8:LLUN;9:I3CX;
Cedar Covert	Wetherby	LS22	53.9408	-1.3853	10:DXAT;12:IJCY;14:DXAX;16:LZ6E;18:E55Y;1:GSFP;20:KY2B;2:GD1E;3:GDAM;4:GDAN;5:DXAM;6:GDAO;7:DXAP;8:MFL7;9:IJCX;
