Rivendale	Middleton	LS10	53.7442	-1.5317	10:KFHC;11:KFHD;12:KFHE;14:KFHF;15:KFHG;16:KFHH;17:KFHI;1:KFH3;2:KFH4;3:KFH5;4:KFH6;5:KFH7;6:KFH8;7:KFH9;8:KFHA;9:KFHB;
River View	Boston Spa	LS23	53.9012	-1.3347	10:FNOG;11:EU66;12:E5QM;13:FNDZ;14:EUCZ;15:EU2Z;16:EQ0N;17:IF2R;18:EQCS;19:JCYT;20:EQ2K;21:JCZ4;22:EQ0K;23:EU3M;24:JYF7;25:JYF0;26:MB30;28:JXC6;2:DVEC;30:JHO7;32:IVZ1;34:HLIS;36:IVZF;4:IG5R;5:EQ5W;6:EU5Z;7:FNCK;8:ER2I;9:ER3W;HOVINGHAM HOUSE, 3:K7P2;
Riverdale	Wetherby	LS22	53.9255	-1.3825	11:F8J3;13:F89M;1:F89F;3:F3NF;5:F8J7;7:F8J6;9:F8J5;
Riverdale Court	Otley	LS21	53.9085	-1.6899	10:E5UF;11:ESIS;12:ESJ6;14:ESIG;16:HQ9C;18:ESIQ;1:ESU5;20:ESJM;2:E5UE;3:ESTV;4:ESKP;5:E5UH;6:ESKO;7:ESIX;8:ESU0;9:ESJ3;
Riverdale Gardens	Otley	LS21	53.9086	-1.6904	10:FOX3;11:FOOD;12:FOOH;14:MBXX;15:MBXR;1:ESJQ;2:ESJV;3:HQ9F;4:ESJE;5:ESJC;6:LOIG;7:MBXS;8:ESKC;9:FOO6;
Riverdale Gardens	Boston Spa	LS23	53.9026	-1.3389	10:FJGI;11:FFSM;12:IIUX;14:FJGN;15:FFSH;16:FFSE;17:GR99;18:FFSB;19:GDS3;1:IIUV;20:IIUM;21:FFRC;22:FFRA;2:FFS4;3:MEJV;4:FFS1;5:FFS0;6:GR98;7:IIUU;8:LIB6;9:FJGK;BIN STORE FRONT OF 10 TO 14:MMIT;BIN STORE FRONT OF 19 TO 22:MMIU;
Riverdale Road	Otley	LS21	53.9080	-1.6924	1 SUNNYLEE ESTATE:EBIO;1:LDKE;2 SUNNYLEE ESTATE:MGLV;3 SUNNYLEE ESTATE:L96K;4 SUNNYLEE ESTATE:EBIT;MEGDALE, 7:M0SH;RIVERDALE, 3:MGLW;WYNVILLE NO, 5:EBIU;
Riverside Court	Leeds	LS1	53.7947	-1.5410	10:M1J3;11:F183;12:G9CO;14:G9LP;15:L9Y0;16:G9LT;17:F181;18:HMNA;19:G9MK;1:HLX2;20:G9MH;21:G9MJ;22:G5ES;23:L7HD;24:G5EV;25:G5EY;26:M1J4;27:HMNI;28:G5QE;29:G5QG;2:G9N2;30:G5PZ;31:LKNE;32:G5Q2;33:LA99;34:G5R4;35:G5QZ;36:GSXQ;37:G5R5;38:G5R9;39:G5QM;3:F182;41:HMNL;43:HMNN;44:F184;45:G6QN;46:LKNR;4:HLNY;5:HLNX;6:G9N7;7:M1J1;8:HLXS;9:G5EM;
Riverside Park	Otley	LS21	53.9127	-1.6886	77:L17C;78:L17H;79:MBXM;80:L17E;81:L17I;82:L17U;84:L17T;
Riverside Square	Leeds	LS21	53.9101	-1.6857	1:MOF8;2:MOF7;3:MOF5;
